customer_id,account_age_days,monthly_orders,avg_order_value,days_since_last_order,customer_ltv,app_engagement_score,num_favorites,review_count,used_scheduling,used_group_order,discount_pct,offer_duration_days,channel,offer_send_hour,offer_day_of_week,previous_offers_sent,previous_offers_accepted,converted
CUST_00012,785.7318361470351,3,44.89859957452273,2.0075087534591756,3527.825908412023,17.79975407638592,1.0,0.0,0,0,30,14,push,9,3,1,1,0
CUST_00013,250.5333932926463,5,14.408211741207614,15.813102344284484,601.6230298006153,37.05784970731083,3.0,2.0,0,0,50,30,push,14,2,2,0,0
CUST_00014,190.44493902977464,7,12.147054242342147,16.70072710600695,539.780501067317,56.07767065356929,5.0,3.0,1,0,10,30,push,6,3,2,0,0
CUST_00015,326.5213574649898,8,14.752145173225477,5.8873977939370885,1284.5041246619146,32.85324672855051,,2.0,1,1,10,30,email,18,1,4,2,0
CUST_00016,180.95120652925758,5,89.07770065456477,44.540059321655114,2686.4529013825886,41.570662956451,4.0,2.0,0,0,20,14,push,21,5,3,0,0
CUST_00017,237.19344860505393,2,18.006313103507793,22.641344027655272,284.73196677889234,22.48856966014234,3.0,0.0,1,0,20,14,push,21,4,3,0,0
CUST_00018,296.87444620924765,7,102.07257956540498,10.299536042496063,7070.6394573800935,45.023408840619965,6.0,4.0,0,0,10,14,sms,14,5,5,1,0
CUST_00019,115.22471487189904,11,17.454698198858054,37.62002314556279,737.4446284841052,7.925270542213554,1.0,2.0,1,0,20,14,push,22,0,4,0,0
CUST_00020,534.610816958365,6,16.37377495531479,29.05281189883664,1750.7194411106516,27.575340487061478,1.0,3.0,0,0,10,14,push,5,2,2,0,0
CUST_00021,96.33266033022721,0,56.1469010240353,17.675464084755973,0.0,14.157085254281569,2.0,3.0,0,0,20,30,in_app,13,0,0,0,0
CUST_00022,85.10281989024121,0,57.70327820480293,2.490204510026237,0.0,29.820420641455602,,3.0,0,1,10,14,push,10,3,1,0,0
CUST_00023,348.1110752198643,15,46.22381327650877,-25.0,8045.5106702238545,18.021486158252472,2.0,4.0,0,0,20,30,push,23,6,2,0,0
CUST_00024,506.4036854362291,1,49.68316663703776,,838.6579563046074,35.97881165322154,2.0,2.0,0,0,50,14,email,4,1,4,1,0
CUST_00025,341.6104033842727,3,20.471362019049124,14.081555755031635,699.323023715285,42.04281644745992,,2.0,1,0,20,7,email,10,4,8,2,0
CUST_00026,273.92025187522813,3,54.58733615459333,11.828738200935684,1495.257686866395,18.498457669738514,4.0,2.0,0,0,20,30,email,5,5,2,0,0
CUST_00027,235.32865829702536,2,38.24443284069707,46.591312061157446,600.0007378487958,17.147705533401435,5.0,0.0,1,0,20,14,sms,9,5,0,0,0
CUST_00028,205.18376952359708,8,26.597966520019792,0.25029771180575955,1455.325608597358,26.929989971160133,3.0,3.0,0,0,20,7,email,20,0,3,0,0
CUST_00029,618.8038740935009,4,35.04987119815532,0.18179295974599452,2891.866144519564,8.095324376058137,1.0,2.0,0,0,10,14,in_app,6,0,4,0,0
CUST_00030,381.78790909018596,6,62.57635498692106,33.498757018087865,4778.179145788365,37.878841099919605,4.0,2.0,0,0,30,30,push,11,5,2,6,0
CUST_00031,219.11738645855775,1,41.89264865504375,0.589491298152137,305.98025617066,15.204096848819276,1.0,3.0,0,0,10,30,email,6,1,0,0,0
CUST_00032,168.58917527608028,1,9.073143120375537,6.064220693237298,50.98779052753178,43.4680524373672,0.0,3.0,1,0,30,7,sms,23,5,5,3,0
CUST_00033,465.77141220741726,5,56.52803573465778,38.66035922498844,4388.190505573817,49.89800902624545,2.0,2.0,0,1,10,30,in_app,3,1,3,1,0
CUST_00034,609.0195012123992,2,53.98915689050064,17.62361932764769,2192.029960022044,12.39746190335278,2.0,2.0,1,0,20,7,email,20,6,2,0,0
CUST_00035,572.6177607245199,7,26.378814111817086,15.66863463638891,3524.4947423646486,19.93635191412896,0.0,2.0,0,0,50,14,email,22,5,0,0,0
CUST_00036,144.18846867804245,0,35.51833265245734,16.05029879618397,0.0,20.83423628282231,4.0,2.0,1,0,10,7,sms,18,2,1,0,0
CUST_00037,233.72960423177236,5,35.433009262108726,5.733034000333464,20704.358078933492,32.72115470770587,4.0,0.0,1,0,20,14,push,9,4,2,1,0
CUST_00038,201.85829415361775,9,10.09786741390035,11.34237793869086,611.5014872277984,27.01166176270605,3.0,3.0,1,0,20,7,push,9,1,2,0,0
CUST_00039,258.8918608414779,1,26.023443752638336,14.912692141804662,3368.628889312036,46.912841591536754,6.0,2.0,1,0,20,30,in_app,1,4,0,0,0
CUST_00040,531.1959342053862,2,26.634670070646592,5.473098135806444,943.2152300286238,11.735575307192356,3.0,2.0,0,0,10,14,email,6,6,2,2,0
CUST_00041,738.4072422972979,5,30.10718593632139,23.797831146319556,3705.2273567618445,32.48377576742493,1.0,3.0,1,0,30,14,in_app,22,1,2,0,0
CUST_00042,392.12768525552974,4,24.154998639422395,5.8235536145768245,1262.9124938436232,5.608195306632503,3.0,3.0,1,0,20,30,in_app,17,2,4,2,0
CUST_00043,173.6720321565991,5,49.2892035202925,1.1118712948109755,1426.6926897915662,46.194330722645894,58.0,2.0,0,0,30,7,email,12,0,4,1,0
CUST_00044,291.75155368000276,3,20.379360751923546,3.3744513526148894,594.5710162378964,28.033963621301304,0.0,3.0,0,1,30,30,push,23,0,5,0,1
CUST_00045,830.2571163132452,0,57.17097271799288,7.874132383016626,0.0,22.702473390802297,5.0,1.0,1,0,10,7,email,18,3,5,0,0
CUST_00046,320.68594827969355,2,47.915797419686434,35.79861549527477,15365.92293310984,23.85345125643572,4.0,5.0,1,0,30,30,push,14,2,4,0,0
CUST_00047,235.7432464636039,5,74.9072763010299,8.0616947628952,2943.147416491828,56.766099954235926,6.0,3.0,0,0,20,7,push,11,1,3,0,0
CUST_00048,251.79347012423014,0,93.71698290585711,1.4114265006640345,0.0,24.529260893870113,2.0,4.0,0,0,20,7,push,11,1,3,1,0
CUST_00049,390.8724055286422,2,94.09181800861049,,2451.859683039253,21.973000279637642,7.0,0.0,0,0,10,30,push,20,2,1,0,0
CUST_00050,148.61371221094728,3,16.258717417227253,11.794322769234192,241.6268351162927,18.866225248631977,2.0,3.0,1,0,10,14,push,11,6,4,0,0
CUST_00051,197.85548126220527,12,40.711536377255904,2.933947285565201,3222.000249138298,9.36781466800528,1.0,2.0,1,0,10,14,sms,10,6,4,0,0
CUST_00052,566.9590308433651,3,21.52743667961637,0.9913696859873542,1220.5174636417205,14.758785945877273,,3.0,0,0,30,14,push,7,2,2,3,0
CUST_00053,383.06297075815155,4,237.02834990023635,18.81996605853707,12106.23784889162,119.63901796265152,6.0,2.0,0,1,20,30,email,14,2,4,0,0
CUST_00054,323.1289512861984,8,47.86778903085219,23.01129716358913,4124.658258647536,44.465908529566185,5.0,2.0,1,0,20,14,email,1,4,3,1,0
CUST_00055,586.0824416422262,2,77.4619767834836,28.52025733397454,3026.6069658465003,35.082666934902406,3.0,2.0,0,0,50,14,push,7,6,2,0,0
CUST_00056,164.64344108067456,3,43.00092822545633,27.86215977296773,707.9820792702234,23.51916772001888,5.0,0.0,0,0,10,14,push,12,2,1,0,0
CUST_00057,230.11828510157648,2,6.812329611891728,7.152634316458494,104.50944052234749,17.437398133076513,8.0,0.0,0,0,20,14,email,8,2,6,1,0
CUST_00058,374.20745486065096,5,20.6943554814295,19.890410743382006,1290.6636824478824,39.881366605152294,4.0,3.0,0,0,10,30,push,11,2,1,0,1
CUST_00059,364.84462630752535,1,21.947434108655738,13.139431827132611,266.91344652605125,18.946772898452323,6.0,2.0,0,0,10,30,in_app,7,0,3,0,0
CUST_00060,76.65220337371436,9,26.204177207565046,0.35462361755310395,602.5823761665379,17.963976139689134,2.0,0.0,0,0,30,7,push,20,2,5,0,0
CUST_00061,212.48305444892065,2,41.08902195691953,7.702390401243123,582.048059315002,8.223376660067833,2.0,4.0,0,0,20,7,push,4,6,1,0,0
CUST_00062,264.05970666508915,3,44.73694340438273,0.8149256850910901,1181.3224152454,34.42042314718927,3.0,0.0,0,0,10,14,push,6,6,2,0,0
CUST_00063,404.0289975657182,3,6.845545413734135,1.3055424757485643,276.5798851301602,25.513105247802763,4.0,1.0,1,0,10,14,push,11,3,5,0,0
CUST_00064,363.9174554731679,3,28.727310667574088,0.8644755772934718,1045.4369800730753,26.945470967733122,,2.0,0,0,30,14,email,10,3,4,0,0
CUST_00065,283.0307335202356,4,24.74131027014924,48.64235638055588,933.6734925349435,31.359235602599504,5.0,1.0,0,0,10,30,email,15,0,4,1,0
CUST_00066,38.53891474308011,8,75.83978281538637,27.887827575087094,779.4087797482367,48.29666326827181,4.0,2.0,0,0,30,7,sms,16,2,4,0,0
CUST_00067,293.8808150012629,2,47.244996891924934,8.673309378095906,925.6265460887355,41.01822660151173,5.0,1.0,1,0,10,14,email,15,5,2,0,0
CUST_00068,314.2150250013402,8,29.670505944719213,4.275233815554406,2486.111671259296,71.787817105977,1.0,3.0,0,1,50,30,email,14,4,6,1,0
CUST_00069,1313.6396019809167,0,37.871865234469155,1.1281420787161676,0.0,26.66532131150706,2.0,0.0,0,0,20,7,email,10,5,1,0,0
CUST_00070,257.482759073514,1,12.034604128830328,8.463297154724193,103.29010251495785,23.71315795303443,3.0,3.0,1,0,50,14,push,10,5,2,1,0
CUST_00071,375.6707140435195,3,49.245166806758974,13.757599858318226,1849.9966977487372,14.653014648298493,4.0,,0,0,20,30,email,4,6,4,0,0
CUST_00072,651.6382965985737,2,26.11935597326694,23.9258761554181,1134.6915089780966,54.10793305929473,2.0,,1,0,30,14,email,0,4,1,0,0
CUST_00073,510.8530853650249,13,20.40077185865435,0.7940668375961327,4516.11214072267,9.86319161834476,2.0,0.0,1,0,10,7,email,20,5,2,0,0
CUST_00074,758.3048245100663,5,72.85994989574978,8.11592277879896,138125.12879877188,10.547591449566905,0.0,1.0,1,1,10,7,email,0,5,4,0,0
CUST_00075,77.92419949338355,6,39.02289376851757,56.49123263730389,608.1655517654154,35.00883101020156,8.0,0.0,1,0,10,30,push,21,3,2,0,0
CUST_00076,123.6711409488586,6,22.2144158754446,1.9297874571497324,549.4564313657343,18.83480473347772,3.0,1.0,0,0,20,14,push,6,3,2,1,0
CUST_00077,186.70806799960084,7,23.043047850352124,7.669871094201093,1003.8753538243733,11.30294199430937,5.0,3.0,1,1,20,14,sms,13,5,1,0,0
CUST_00078,64.67709507340585,10,41.24557374139169,4.82489903211811,889.2146314097207,12.123271044279743,1.0,4.0,1,0,20,7,sms,22,0,1,0,0
CUST_00079,316.21631284946653,8,39.366010955306656,2.1587372474143063,3319.5132895676734,20.904597003872738,4.0,1.0,0,0,50,7,email,9,2,2,0,0
CUST_00080,133.05198790269304,2,33.70529783720889,27.390204461489486,298.9704586728655,7.14450385493026,7.0,2.0,0,0,10,14,sms,19,5,3,1,0
CUST_00081,823.5375744027763,2,16.086592592782814,,883.1942296177351,21.876639477314523,4.0,2.0,0,0,10,14,sms,13,6,2,1,0
CUST_00082,152.31615848015204,11,17.579291464287525,7.954115053452254,981.7903863691745,25.878792989945904,6.0,2.0,0,0,10,30,push,10,0,2,0,0
CUST_00083,231.21057921653514,12,21.1367157895295,6.908340763177085,1954.8129201729596,30.550514356872004,3.0,2.0,0,0,30,30,push,5,3,4,0,0
CUST_00084,531.5331887467655,1,29.438759062079775,26.382017507843738,521.5892492338335,26.54091944364323,5.0,2.0,0,0,20,30,push,5,1,2,0,0
CUST_00085,95.24485025414883,10,32.304720405478456,1.4275862926593492,1025.6194191739805,46.929581430439406,4.0,1.0,0,0,10,30,push,8,3,3,0,0
CUST_00086,60.0449696837984,4,30.084719485360853,,240.85814259254286,29.01934359083551,4.0,4.0,0,0,10,30,in_app,21,5,3,0,0
CUST_00087,344.9829138799702,4,30.92153984316357,35.55493247533183,1422.3203889000222,13.451049622836505,,4.0,0,0,10,14,email,6,4,1,0,0
CUST_00088,364.53428743495556,4,102.3857311597088,25.49098532009635,4976.414606908183,12.149345400421259,4.0,1.0,0,0,10,14,email,18,5,3,0,0
CUST_00089,520.8218351682895,7,55.12206291840991,,6698.713925733238,15.817018114644373,0.0,1.0,0,0,30,14,email,4,0,0,0,0
CUST_00090,438.36789960499465,2,67.55418752205061,14.671531598029082,29613.58729356326,44.61343050990272,5.0,4.0,0,0,30,14,push,19,0,2,1,1
CUST_00091,374.44026070265204,5,43.75292181595742,5.189205802107819,2730.475908544975,17.295167697254215,2.0,2.0,0,0,50,7,in_app,3,0,2,0,0
CUST_00092,168.09865505176074,2,34.585745015171376,40.95135585537699,387.58781473422977,29.30132902070942,3.0,0.0,1,0,20,14,in_app,6,4,5,0,0
CUST_00093,357.27208409465,2,42.35027623599504,10.155234597093386,1008.7047635212051,18.192594119194936,4.0,2.0,0,0,30,14,in_app,7,1,3,0,0
CUST_00094,373.3873668289265,9,37.92050912425603,4.940473459961312,4247.7117152154715,36.33563532486426,0.0,2.0,1,0,30,14,in_app,19,5,4,1,1
CUST_00095,162.7351727055332,6,53.77383040717585,6.825533730832651,1750.1787156699627,9.932634341189045,3.0,1.0,1,1,10,30,in_app,13,0,3,1,0
CUST_00096,975.9735935601168,7,18.44725760255964,0.25476656438410233,63014.12702794762,23.53829062544608,3.0,0.0,0,1,50,14,push,14,1,3,0,0
CUST_00097,424.12924273825973,3,51.154387035762085,4.418768838114674,2169.6071436217626,18.991946948404355,3.0,0.0,0,0,20,30,push,19,1,1,0,0
CUST_00098,125.72311418467137,2,36.606843407146314,3.123013303540112,306.8217569078027,11.82689018572221,1.0,4.0,0,0,20,7,email,18,2,2,0,0
CUST_00099,522.5900229364071,0,11.19814094433276,2.185042440621105,0.0,11.130343150990111,5.0,3.0,0,0,20,14,email,0,3,2,0,0
CUST_00100,584.1711252727019,7,34.86324115063879,0.490017348271069,71281.3458476778,31.477895446885913,9.0,1.0,0,0,10,7,in_app,8,0,1,0,0
CUST_00101,406.50810277705483,3,15.123794820705129,3.8597266406205737,614.794513935429,25.727470283623155,2.0,3.0,0,1,10,14,email,8,2,1,0,0
CUST_00102,246.51357086500744,12,24.022752352861456,1.6391679781085957,2368.7737858038545,58.028034733728816,,,1,0,20,7,email,18,1,3,1,0
CUST_00103,156.72336228831776,5,30.09880903856728,0.692864133002662,786.1977588997121,32.06498530846424,2.0,1.0,0,0,20,14,email,0,4,2,0,0
CUST_00104,282.43749534337763,3,13.406489472173693,2.215711123496834,378.6495307868099,71.09444338122604,6.0,4.0,0,0,10,14,email,0,5,3,1,0
CUST_00105,386.46467023001435,8,32.0646856893622,3.392284161044267,3304.4981815915794,35.12795324719966,1.0,2.0,1,0,10,30,sms,6,6,1,0,0
CUST_00106,303.03152094449683,0,34.50419277082441,8.066846796620748,0.0,36.167770386818894,3.0,8.0,0,0,50,7,in_app,7,1,3,1,0
CUST_00107,780.3948990577708,3,52.093711405164754,13.145081440409415,4065.3666653578193,26.621372832172646,1.0,0.0,0,0,20,14,email,5,0,2,0,0
CUST_00108,470.14431045247005,10,25.22260937834188,5.8350029313989165,3952.7554313308488,38.05089409447608,3.0,1.0,1,0,10,30,push,4,5,1,0,0
CUST_00109,141.64560978802774,0,39.04383551886675,,0.0,61.070143313892565,1.0,4.0,0,0,10,7,sms,15,4,3,0,0
CUST_00110,113.61377786926028,8,31.272913845020163,42.28233730472653,947.4757031767027,24.40574014661667,3.0,0.0,0,0,20,30,push,5,3,1,0,0
CUST_00111,426.66320070311247,3,25.765530158946643,10.84957213856155,1099.3203565428748,41.278639946469134,3.0,3.0,0,0,30,14,email,14,2,5,0,0
CUST_00112,251.01045467448313,4,12.153942745103437,,406.7688926048065,30.756307008185914,3.0,3.0,0,0,20,7,push,10,4,0,0,0
CUST_00113,498.38618631408474,2,30.970644852197776,17.78389829047213,1029.022771704986,26.785190738121166,4.0,1.0,0,0,30,30,push,20,6,1,0,0
CUST_00114,423.9550131455686,11,51.76465075428876,-14.0,8046.823836703762,20.840140367835478,4.0,3.0,1,0,10,14,email,7,1,0,0,0
CUST_00115,283.39233829672685,1,18.911494761799077,12.310001930186626,178.64575737441805,11.03000852033246,3.0,,0,0,20,14,email,23,2,0,0,0
CUST_00116,143.11092259081022,3,29.059041764591758,13.825735651874306,415.86662765356124,7.084604171151125,3.0,,1,0,10,14,email,12,4,2,0,0
CUST_00117,67.71595044357396,1,31.744122946050215,6.503132113817221,71.65278187631517,34.19298171822083,1.0,4.0,0,0,30,14,push,23,0,3,1,0
CUST_00118,352.55173350560216,3,64.1654163277807,16.664823786122362,2262.1628757467756,25.343565277823554,3.0,0.0,1,1,30,30,in_app,15,6,0,0,0
CUST_00119,93.6452760514258,7,33.7191084947738,23.458119338211926,736.7815520802494,39.554129672403256,2.0,3.0,1,0,20,14,email,7,4,4,0,0
CUST_00120,137.9167432930255,10,39.36402882040706,6.793317375370624,1809.6528859344457,21.01621275203316,5.0,2.0,1,0,30,14,push,8,2,3,0,1
CUST_00121,337.15913039759664,5,32.9439084644471,0.22541586427312585,1851.2232549618345,29.469813803319372,3.0,1.0,1,0,20,14,sms,5,3,2,1,0
CUST_00122,313.7307975934726,0,24.64604656866057,6.446427047875501,0.0,52.61974025268658,8.0,,1,0,20,7,in_app,10,5,3,1,0
CUST_00123,105.06995216522677,4,16.765373353117706,1.8633190587585327,234.87159683256598,38.13566161130299,3.0,6.0,0,0,30,14,sms,8,5,1,0,0
CUST_00124,628.6187814342396,6,27.90920999097223,2.537074589960485,3508.8507150634537,14.369719549832055,5.0,2.0,0,0,10,14,email,7,4,3,0,0
CUST_00125,617.5545174807136,16,41.9305879253171,,13810.359463414312,147.36063260975544,3.0,2.0,0,0,20,14,email,6,2,3,1,0
CUST_00126,436.3045575076556,1,35.65344659253624,3.490733853286028,518.5253746393118,20.708422644113632,5.0,2.0,0,0,10,14,sms,19,2,3,1,0
CUST_00127,435.93200173763654,3,80.4559764011575,40.974915859886984,3507.3334844312635,37.37995516679512,3.0,3.0,0,0,20,7,sms,19,0,2,0,0
CUST_00128,436.30826204353167,3,58.4114085109379,15.867940696530633,2548.5380130922067,22.12220152765922,3.0,2.0,1,0,20,7,in_app,12,1,2,0,0
CUST_00129,580.7807904342714,4,69.70936988123216,10.95850451996776,5398.1150587062675,63.46503058855162,2.0,1.0,0,0,30,30,sms,14,5,6,1,0
CUST_00130,478.25556494908477,6,9.78288112488635,0.1465789930528791,935.7434678424519,29.557674980489523,4.0,5.0,1,1,20,30,push,10,6,2,0,1
CUST_00131,153.86360593455652,4,85.42173284915286,1.640824967165605,1752.4394455132024,39.77188594516805,2.0,0.0,1,0,30,30,sms,14,6,0,0,0
CUST_00132,248.26472652677762,2,38.864722291682845,23.301383134700153,643.2493100855867,19.29424616691013,2.0,1.0,0,1,10,30,push,18,6,1,1,0
CUST_00133,1223.3757956804077,2,42.324041325646334,7.408145241368436,51778.20773317303,14.954944973412127,1.0,3.0,0,1,10,30,in_app,11,3,2,1,0
CUST_00134,41.66717743282864,2,56.69105325672374,0.6984076143978225,157.47707832678972,17.383907301766722,4.0,1.0,0,0,20,14,push,18,2,2,0,0
CUST_00135,203.15334770450232,3,33.541731669726914,26.192538616036366,681.4115076511149,25.009952707544258,8.0,4.0,1,0,10,7,email,21,1,3,1,0
CUST_00136,630.8662600850932,5,17.422660238387156,5.406931876773774,1831.8947508874273,3.3905402637656348,2.0,0.0,0,0,20,14,email,23,2,2,0,0
CUST_00137,162.5880287224506,8,78.92078121111636,7.32362903687713,3421.75313129366,55.50046202964979,3.0,4.0,0,0,30,14,email,23,3,3,0,1
CUST_00138,487.2562719028602,1,20.885742808629086,,339.22363922848604,70.38256077735599,,3.0,0,1,30,14,sms,7,4,4,0,0
CUST_00139,310.7150349114339,3,18.330559265242922,0.23451483924665634,569.5580362046063,26.83627258902189,3.0,1.0,0,0,30,14,push,14,4,3,0,0
CUST_00140,172.6280850653356,1,28.77248219374072,19.165603095996612,165.56461678939755,7.214705960637173,1.0,,1,0,50,7,push,9,3,3,1,1
CUST_00141,32.58201908180855,0,26.269212846338906,44.60491752735327,0.0,50.586278112306395,4.0,0.0,0,0,20,14,sms,16,5,7,1,0
CUST_00142,345.44745358838423,2,33.191177429662105,0.9898469235391151,764.387181645135,31.4759796775942,6.0,4.0,0,0,30,30,email,6,1,2,0,0
CUST_00143,150.94967786691197,0,31.22050318083471,30.157356794883082,0.0,41.0667156268167,,,0,0,30,14,sms,7,5,2,0,0
CUST_00144,274.1197275494654,8,74.31240236016772,8.074023609175242,5432.132130270779,82.49285690342397,2.0,0.0,0,0,20,14,in_app,23,0,2,0,0
CUST_00145,433.31417458663964,6,43.623393709466434,31.555585137088265,3780.5269675770915,23.28692881342584,3.0,1.0,0,0,50,14,push,14,3,6,1,0
CUST_00146,549.506213702474,5,19.792870805209446,5.528493189748414,1812.7175824121468,5.780104890725105,3.0,1.0,0,0,20,14,in_app,6,3,4,0,1
CUST_00147,202.61382403932427,1,21.49235831887614,60.8234431727178,145.1549635536959,23.205343907578847,,2.0,0,0,10,30,sms,9,1,0,0,0
CUST_00148,172.35029075835018,2,26.23480098903583,15.621408038792472,301.4383718965185,13.443613945885675,9.0,4.0,0,1,10,30,push,9,3,0,0,0
CUST_00149,92.03509402709341,1,26.297645149620458,14.796287128044398,80.67687480121519,28.1760830781575,3.0,5.0,1,1,20,14,push,7,0,1,0,0
CUST_00150,567.833233031355,10,24.316460744551918,24.590988262616722,4602.564840152982,21.344835490160683,1.0,1.0,1,0,30,30,email,2,6,2,1,1
CUST_00151,1112.7106755915497,2,17.097885299645203,,1268.3333001970025,13.160274638218924,4.0,2.0,1,0,20,7,in_app,23,6,1,0,0
CUST_00152,609.5657489759402,11,39.4187378208643,4.489633686509426,8810.381229269167,7.417799471468767,2.0,2.0,0,0,50,7,push,9,6,5,1,0
CUST_00153,701.2081894756861,12,25.19479179805113,4.5760900968354274,7066.717736371321,41.558913348058354,3.0,0.0,1,0,30,7,push,12,1,1,0,1
CUST_00154,163.77013719401683,2,18.707399196789765,,204.24755553343334,28.357789195077764,5.0,1.0,0,0,20,14,in_app,10,6,4,0,0
CUST_00155,415.4042997100212,5,44.31331149175262,14.409621462384083,3067.990021343922,17.728560537460623,1.0,2.0,0,0,20,14,email,16,3,3,0,0
CUST_00156,518.4125098129399,2,55.07485165984915,,1903.4328051038506,8.627345015956017,2.0,0.0,0,0,50,30,push,17,2,4,0,0
CUST_00157,119.36494753763783,14,28.577444171109597,10.384549403824801,1591.8677246473267,18.94111826110285,5.0,0.0,0,0,20,14,sms,21,0,3,1,0
CUST_00158,861.6873863278731,7,96.43718065620793,7.7488387828825465,19389.69716704457,22.501099980399232,3.0,3.0,0,0,50,14,sms,8,2,3,1,0
CUST_00159,75.278418048177,5,125.12489762067972,23.687103759732167,1569.8673918874792,36.27469029884126,2.0,4.0,0,0,10,7,email,23,0,1,0,0
CUST_00160,775.0182628612412,0,44.6178539640217,5.130340221025239,0.0,39.79001867370878,4.0,,0,0,30,14,email,18,3,2,0,0
CUST_00161,74.75078298544575,11,24.995943919451097,17.521136677549872,685.1043391277291,16.194185238359836,1.0,2.0,0,0,10,30,in_app,6,1,2,0,0
CUST_00162,124.8367787900595,5,38.914702387573215,1.6774748044795846,809.6643489397463,7.563424979786978,3.0,2.0,0,0,20,14,email,11,3,2,0,0
CUST_00163,420.7050887645408,4,15.884347030793391,1.8026842965805445,891.0167503408939,8.676796413910864,4.0,2.0,0,0,50,14,push,9,5,2,0,0
CUST_00164,316.5146348889503,6,19.626522405471587,15.49470590823142,1242.416314661528,29.774571617457408,2.0,2.0,0,0,20,30,in_app,11,1,4,0,0
CUST_00165,219.073793971862,5,12.065938909283433,1.2956366462706137,440.5551691149053,37.741839079866764,116.0,2.0,0,1,30,30,push,8,5,6,3,0
CUST_00166,840.0858849701713,19,22.71262666289697,2.527188037677776,12084.352811061373,8.076899474418877,,4.0,1,0,10,7,push,7,0,2,0,1
CUST_00167,94.49508385837042,1,15.80755278029734,14.687222289211864,49.79120085232713,47.60336209583584,1.0,3.0,1,0,20,30,push,17,6,4,0,0
CUST_00168,266.0925961007388,3,48.155436485475406,-24.0,1281.3805110784388,23.033026612019082,1.0,0.0,0,0,20,14,email,11,4,1,0,0
CUST_00169,458.53111628980287,2,21.126007927424073,12.358970779733712,645.7954665139323,23.9607040879581,3.0,1.0,0,0,20,14,push,12,2,3,0,0
CUST_00170,370.1485638369057,2,39.0941474776674,56.546731153910294,964.709502885785,11.047952810845098,1.0,1.0,1,0,10,14,email,10,4,3,1,0
CUST_00171,177.3161228163527,6,51.87016993006818,14.993497068490427,1839.4834843650106,11.112610992846363,1.0,1.0,0,0,30,14,email,21,6,5,1,0
CUST_00172,182.82790511377863,3,66.8736786760016,13.405131115114672,1222.6374579585342,56.061141182606676,9.0,6.0,0,0,50,14,email,2,0,2,0,0
CUST_00173,543.9059860065792,3,26.787765583673167,7.173878065078081,1457.002605270086,43.46869805215546,0.0,,1,0,20,30,email,18,6,0,0,1
CUST_00174,561.3644373958386,3,39.900246401936364,14.94940453620021,2239.8579373378343,58.14407817525732,6.0,1.0,1,0,10,14,email,19,1,1,1,1
CUST_00175,377.2257899091942,0,40.67041403974705,0.1962713850057377,0.0,34.180288046935175,3.0,3.0,0,0,20,14,push,9,2,2,0,0
CUST_00176,145.65094868979415,4,71.04083332038365,12.223630212641222,1379.621969176989,18.568150067694873,3.0,5.0,0,0,50,30,email,3,0,1,0,0
CUST_00177,187.746100544104,2,52.99167615032144,1.070786419260153,663.2653705679231,63.27762311595427,4.0,3.0,1,0,30,14,email,18,6,3,0,1
CUST_00178,295.169073923435,8,72.38557167481227,3.7302331963963855,5697.595241779405,38.91714317756892,4.0,2.0,0,0,20,7,push,10,2,0,0,0
