segment,channel,region,offer_type,age,days_since_last_activity,prior_30d_sessions,prior_30d_purchases,prior_30d_open_rate,discount_pct,offer_valid_days,local_hour,accepted
active,email,NA,percent_off,32.63097824873148,9.364268529442649,7,0,0.22053614302061422,1.5765419757894286,5,11,0
active,in_app,LATAM,bogo,36.99504459332098,17.357111784313688,9,1,0.20140077515424654,17.68417541265413,3,20,0
new,push,NA,percent_off,18.0,5.131046296986444,6,1,0.12515165364481956,20.833304116023854,5,13,0
new,push,NA,free_shipping,39.56230733101267,1.161132317825624,5,0,0.0866586410066218,33.57163426821534,7,23,0
new,email,EU,percent_off,34.68351311393195,10.91960438337477,6,0,0.2973364350759314,7.723897300012032,3,6,0
active,email,EU,bogo,31.938050453658644,18.611667191657226,6,0,0.055719125040508896,16.58066006212702,14,23,0
active,sms,NA,loyalty_points,44.2004323797962,41.90386041836045,5,0,0.3288587350774735,17.323023680596776,10,17,0
active,push,EU,percent_off,22.49913278293488,1.1350855400534958,6,1,0.16452799014432867,20.599277384729483,10,17,0
vip,email,NA,bogo,31.394156621092087,16.4616531556785,6,0,0.2225450808309027,19.353615127175715,14,12,0
new,in_app,EU,bogo,37.128602525383364,10.871335156295398,4,2,0.3027368985891622,0.0,2,0,0
active,push,APAC,free_shipping,24.61687560529395,0.18547215606216744,6,0,0.32651462925537755,,14,6,0
churn_risk,email,EU,percent_off,18.0,15.200463958818759,3,1,0.19328893145857798,22.443890146874963,14,13,0
new,email,NA,percent_off,21.316558786200623,0.3186074740955648,3,1,0.14753732409282086,21.279831957177212,7,12,0
new,email,EU,free_shipping,33.2880735403172,18.459712821097586,9,1,0.28993106865561247,22.17515667675535,3,3,0
active,email,EU,percent_off,31.260782819708393,15.33238770518794,5,1,0.6470222375160927,28.08243634700544,5,17,1
new,push,NA,loyalty_points,33.799073459166195,13.973952018799274,2,1,0.36788070608417234,32.033873754801775,10,14,0
vip,email,NA,free_shipping,26.747954714641935,1.5339482195719862,7,1,0.23588041029343398,17.179909562876695,5,18,1
churn_risk,in_app,LATAM,bogo,19.565097841915595,30.164557036990736,3,1,0.5830569829247199,39.50862286913665,1,13,0
active,sms,NA,percent_off,35.507090840287205,27.501295382428783,5,4,0.19909850303918533,23.291585686404446,5,7,1
churn_risk,email,NA,free_shipping,32.16824706064972,27.662380864961513,6,0,0.32448178612667866,10.448177827440482,5,7,0
churn_risk,email,NA,free_shipping,41.01618371037829,5.362241953735198,11,1,0.5092826953180215,24.236263687252055,7,15,0
new,in_app,EU,free_shipping,25.77546738779433,8.13137249282268,6,0,0.26311859816618627,16.0546372571124,2,8,0
churn_risk,push,LATAM,percent_off,18.0,1.4645925238589077,7,2,0.5365543635174812,18.679006789423735,1,12,0
active,push,EU,loyalty_points,18.0,0.6293636120214872,6,2,0.5111797692660547,8.660080735861929,3,5,0
churn_risk,email,NA,percent_off,29.58383864070812,0.7269082116027378,11,1,0.45511123620703847,12.881675497663046,5,10,0
churn_risk,email,EU,percent_off,35.40700078329576,10.093353402673845,5,2,0.04519236935705163,16.557428412579444,3,23,0
active,push,EU,loyalty_points,31.44456225841987,4.652736892796801,9,1,0.4633954772591631,46.88454957099092,7,6,0
new,sms,EU,free_shipping,,10.397316873927249,6,4,0.1816890198116888,18.781664100367813,3,11,0
new,email,NA,percent_off,18.0,10.77741295819176,12,1,0.2382928763603261,8.791761210028838,1,20,0
active,in_app,EU,loyalty_points,18.0,28.5099200061339,2,0,,17.35591028699387,5,8,0
churn_risk,email,NA,percent_off,38.040022590940595,25.673687367918973,5,0,0.28018821738908256,15.649917669285156,7,16,0
churn_risk,sms,NA,percent_off,31.49638647231566,15.215033104235237,3,0,0.47754486046179634,12.418017208770289,2,6,0
new,push,NA,free_shipping,30.001298537639343,20.478217478740824,6,1,0.09065486955803051,20.622918664803127,2,6,0
active,email,LATAM,percent_off,18.0,0.03797570275469614,4,1,0.416474799411948,24.562389285174817,2,18,0
active,push,,loyalty_points,23.37117740098988,0.18788485499896623,5,0,0.07267133484037788,4.651146153938075,14,1,0
new,email,LATAM,free_shipping,34.496147844607144,7.362881602982375,9,0,0.15422576321395545,21.356213310041124,7,16,0
new,email,NA,percent_off,37.13077548811561,12.725180023751204,7,1,,30.4780580644527,7,13,0
active,email,EU,loyalty_points,32.19335854717322,18.96345558501681,13,1,0.43223284567415743,7.325018287226037,3,0,0
vip,email,NA,percent_off,49.1717436877863,7.114562150176155,11,2,0.23401948313852206,18.59265542415466,5,21,0
active,email,NA,bogo,27.669567145580697,33.7944391605717,3,0,0.6466643617775729,5.541763677913039,7,3,0
active,push,EU,loyalty_points,48.15559113660783,20.247837468877385,7,2,0.26941163519720074,22.747633868339452,2,2,0
churn_risk,push,EU,loyalty_points,36.38553437421199,1.3011242735582962,6,0,,20.879143980036794,14,0,1
active,email,APAC,percent_off,35.18946786516212,6.961643920363642,10,1,0.027728670097155707,15.940103772169419,5,21,0
vip,in_app,EU,percent_off,44.257749881273384,63.29105080387531,5,1,0.13841102497067673,13.255066875803557,5,3,0
vip,push,EU,percent_off,27.134599177674012,6.330410136566618,3,0,0.4101424243581374,3.4660791780236977,7,21,0
active,sms,LATAM,bogo,30.37876194907541,5.858398219358205,5,1,,4.199361374674394,14,17,0
active,push,NA,bogo,20.541042773539562,4.179046423744716,7,1,0.36443612945863046,2.120290133404742,14,15,0
active,email,NA,percent_off,44.28733773655944,7.9978059961194035,5,0,0.2025709352603531,26.48638426284341,7,14,0
active,email,NA,percent_off,37.69055985358642,15.705651053555721,3,1,0.4388166340403017,12.597603794751453,10,9,1
new,push,NA,free_shipping,46.075726870950795,0.5836282412532546,7,1,0.15133019748478738,14.42198183873775,14,7,0
active,email,EU,percent_off,36.253497434613806,21.674022015560045,5,0,0.48016459592226984,25.514875179831968,7,19,0
active,email,NA,percent_off,46.13346436710449,29.951069009611384,3,1,0.08180156494602886,34.20116313907943,7,18,0
new,email,NA,loyalty_points,25.7798196329224,18.22927526388665,7,0,0.1914719615556963,42.163525014759514,2,9,0
active,email,NA,percent_off,44.85963622667531,29.671214602668613,7,2,0.06420563347060085,9.931227228756228,5,0,0
vip,email,EU,free_shipping,29.624035798009956,1.1965774975366443,4,2,0.3325702566438313,27.858529183278637,7,23,0
new,email,NA,percent_off,34.02785129985268,7.176392229760035,5,1,0.2773765829491314,3.7264848569247526,2,3,0
new,email,NA,percent_off,42.01191064659715,0.8843069099638223,8,1,0.14542624162772827,26.517971297172593,14,14,0
active,push,EU,bogo,59.60625367242646,21.75599039440907,5,0,0.10541240471791061,16.880526342618623,5,14,0
vip,push,APAC,bogo,43.02058161082153,36.57612596004346,5,1,0.19127307779326652,30.735646502179705,7,5,0
new,email,NA,bogo,44.05780748447829,4.241610443295274,4,3,0.1842598920960072,11.858717497293807,3,13,0
active,email,EU,percent_off,28.000842500115596,9.198803211488551,4,0,0.3847325067156156,10.399457199905765,1,21,1
churn_risk,email,NA,bogo,,4.24031658762152,4,0,0.22901865043434813,21.984061585264698,5,9,1
new,email,LATAM,bogo,32.94546005931647,5.714627148738481,2,0,0.4765697014499898,14.560204040966665,3,8,0
churn_risk,email,NA,percent_off,,7.767939954720525,5,2,0.5126676810417309,10.917730216727977,3,13,0
active,email,LATAM,loyalty_points,32.39472385274954,18.773717519131864,4,1,0.19612082944863815,31.54278123550003,3,18,0
active,push,LATAM,loyalty_points,48.61396037584296,1.9079133872994412,9,1,0.3456255504748263,15.468498991668723,10,10,1
active,email,APAC,loyalty_points,19.681886226086707,2.0502328749870085,7,0,,5.101322471622154,14,10,0
active,email,NA,free_shipping,49.38655057554826,2.705686162224791,5,1,0.15180869533404182,8.480882553163678,7,6,1
new,email,NA,percent_off,,0.6554025268822729,7,2,0.3927608086016303,11.556149471365709,14,20,0
churn_risk,push,NA,bogo,43.39272573162883,12.375871783860301,7,1,0.5180155155017662,26.181868924519087,5,7,0
active,in_app,APAC,free_shipping,24.492364912838724,2.526641979084954,8,1,0.5568380657528346,25.485246904530992,10,4,0
new,push,APAC,percent_off,40.80181983063736,6.9051802147698655,4,2,0.16207306276159442,26.882920844059655,1,3,0
new,push,LATAM,bogo,23.411541234309748,13.884701649217337,3,1,0.5365482167012494,,5,13,0
active,email,EU,percent_off,45.40129035565601,7.1510838852230805,7,1,0.24436274796912086,31.359338983130662,3,18,0
active,email,NA,percent_off,43.29770012530841,28.375708484632984,3,0,0.20010824409252626,31.587457002118676,5,2,0
new,in_app,NA,percent_off,27.392438333079518,17.592789113961384,6,1,0.22898912124374146,15.001906461611583,14,11,0
active,email,NA,loyalty_points,40.35892959888463,3.8263118172632797,0,2,0.23292702554585604,24.036275248650533,3,18,0
new,sms,NA,free_shipping,44.42175913154704,1.6767993286417857,7,2,0.08420054672887178,15.029777189384577,10,9,0
active,push,EU,percent_off,23.843490410139694,26.98145888764593,7,0,0.19568635845854776,20.898362995112493,14,19,0
new,push,LATAM,free_shipping,22.625968713156865,6.0682196470755585,5,2,,16.81764716836525,7,19,0
active,email,EU,percent_off,22.215647959342334,5.785144364139747,7,0,0.3724230096543119,10.710017603400281,5,0,0
active,push,APAC,free_shipping,20.656970295868433,19.929031900657076,4,0,0.3308137140214857,12.886133489092988,14,21,0
vip,email,APAC,loyalty_points,22.16297869385054,0.11278584071408586,8,3,0.6278564826894909,9.824581049140322,3,2,0
new,email,NA,bogo,44.17267030068652,7.198336625619751,6,1,,27.45479191130177,14,21,0
active,email,NA,free_shipping,40.13634803390394,15.034598484266365,10,1,0.08682391616071271,18.064864568325355,5,16,0
new,in_app,EU,bogo,18.0,22.660814345500913,3,1,0.08632338482132221,0.0,2,11,0
vip,email,NA,bogo,28.38816316053123,25.975691074668873,5,1,0.19363712589489543,3.62240923928937,10,7,0
churn_risk,email,NA,free_shipping,21.26379752404388,7.521128214732302,6,2,0.18549685133285604,14.556616275020312,7,13,0
active,email,NA,free_shipping,43.47683216159732,22.583431672886483,5,0,0.19414189369837428,,10,23,0
active,push,,free_shipping,29.053896901953095,0.4370025441899411,5,2,0.15643771683892474,12.814929560365844,1,12,0
churn_risk,push,NA,loyalty_points,18.0,4.373471170964511,3,2,0.39061403634431363,,14,17,0
active,push,EU,free_shipping,35.871815745476376,0.12664558143120414,5,2,0.6618122331955875,16.474250361127243,7,15,0
active,email,APAC,free_shipping,40.67141318944502,2.1714353017572496,10,1,0.09647307463014772,23.376751036360094,10,0,0
new,email,EU,free_shipping,23.509317234377214,15.480089568265324,5,1,0.31973780871616153,41.354442648770494,7,12,0
new,push,EU,percent_off,31.085924916504386,0.05320770123653479,4,0,0.1345198670854756,,3,23,0
churn_risk,email,EU,percent_off,24.07364966895731,8.88426164007175,7,3,0.5066627391580292,0.0,3,8,0
vip,in_app,NA,bogo,47.684521313306604,6.412942279528703,7,2,0.11013279486111062,28.790284929614415,14,18,0
active,push,NA,bogo,29.25506049440875,1.5732115966545535,5,0,0.03139829371810547,22.823201659281686,5,13,0
active,email,LATAM,free_shipping,26.059779830113587,13.886379237671722,9,0,0.21810232070086225,7.760193259246657,3,19,0
active,email,NA,percent_off,33.43541956765943,14.175732976427174,8,2,0.31460805967196104,18.640650209225168,7,5,0
churn_risk,in_app,EU,percent_off,31.71695737036401,15.550800379373067,1,2,0.5307958053196021,24.39086074943765,7,9,0
churn_risk,email,NA,loyalty_points,41.57342733252604,17.39375215683301,6,1,0.1892588045038257,11.17935311817747,7,0,0
churn_risk,email,NA,percent_off,47.37651948521777,4.539895688283315,7,1,0.5897422423785981,8.06309627596869,10,14,0
churn_risk,push,LATAM,percent_off,47.459855761247496,61.65335426546062,2,1,0.621726931254929,22.92552636672786,1,1,0
active,email,APAC,percent_off,29.799019033482775,0.9090217355892942,9,1,0.44992731864652663,17.969468736960263,5,19,0
new,push,NA,free_shipping,37.356249964624205,12.519108537611238,4,0,0.4777783530323824,8.181718787454201,7,2,0
new,email,LATAM,bogo,50.373499013194944,42.39280922536423,8,1,0.14097942014680784,34.24890980937121,3,23,0
churn_risk,push,EU,loyalty_points,50.79698689212506,3.0480350179227758,8,2,,20.37063690336135,5,8,0
active,email,NA,percent_off,24.36503229837111,3.9108382333199554,8,2,0.6027872924821956,20.66715442435321,14,23,0
new,email,EU,loyalty_points,40.51469738307679,10.29562336385432,5,1,0.2514403347303022,15.884771393675127,10,10,0
new,in_app,NA,percent_off,38.655261300490096,18.238325796000076,3,2,0.19848892355820827,6.727400277942854,2,1,0
active,push,EU,percent_off,44.190262988891696,4.786885596805336,5,0,0.09502976010008683,23.76576979255203,2,21,0
new,email,NA,bogo,47.67979324621567,21.75151997405024,7,2,0.6956953431208559,2.154654883353457,3,1,0
new,email,NA,percent_off,22.549263897763737,3.3097343132155728,9,1,0.42645563508185397,25.964660069227655,3,5,0
active,push,EU,percent_off,26.40253864461967,24.892653792303143,8,2,0.3171747879553919,32.63491559534026,3,3,0
active,email,APAC,percent_off,43.98369631938352,3.4995281238785694,1,2,0.5531860616115803,8.621682344908018,5,20,0
active,sms,EU,percent_off,35.62833830334985,11.530285349123472,6,2,0.3010274866161418,23.43723253425165,7,0,0
new,sms,NA,loyalty_points,18.0,5.314101779815273,5,2,0.4980442310821984,8.034603895722494,14,11,0
churn_risk,push,APAC,percent_off,18.0,4.660218629615519,7,3,0.12488308862569412,26.65361944775184,14,3,1
new,email,EU,loyalty_points,41.288304554288764,5.243387000639189,8,1,0.796882445126913,19.244006239456972,5,10,0
active,email,EU,loyalty_points,43.23022014828818,8.298615403122136,3,2,0.023908779432816406,,3,2,0
churn_risk,push,NA,percent_off,19.155635252917094,22.375724078721273,10,1,0.5019640271798007,22.405260288564584,3,20,0
active,email,APAC,bogo,46.090843183406264,17.091356394612365,8,2,0.1781917861537737,16.388961758109158,1,12,0
churn_risk,email,LATAM,free_shipping,31.831379357991832,7.159671955604109,9,0,0.5654051527565611,7.421962614017453,7,21,0
active,email,APAC,free_shipping,22.75278457233165,3.978107748960868,8,2,0.6978607844427362,26.09195730116147,7,9,1
active,email,LATAM,loyalty_points,27.836745209466237,23.114547583524093,5,0,0.10813287249871131,19.639194033939617,7,11,0
new,email,NA,free_shipping,20.549824513463157,24.499740124482052,6,2,0.46694278361466185,19.151907795012097,7,18,0
active,email,APAC,percent_off,27.22497918280831,7.254523474963321,4,0,0.32835068920384675,13.329391724402207,10,21,0
active,push,NA,bogo,18.0,14.282647931837662,7,0,0.42244625719852974,21.31606368961361,14,0,0
new,email,NA,loyalty_points,33.18783756102072,5.530406353222756,7,1,0.2908501825156663,13.509620359228139,10,10,0
vip,email,EU,free_shipping,40.45830556720799,1.93749528264674,9,1,0.6312195117894227,15.775396901133437,5,6,0
active,email,EU,loyalty_points,19.17832535795437,4.654147218809106,5,2,0.16108482912350178,13.537862369650412,7,19,0
churn_risk,push,,free_shipping,34.18722297685242,13.751629009373604,2,0,0.04694537831889259,17.74627909807108,5,9,0
active,email,NA,percent_off,25.148827690059395,17.605350937085223,6,1,0.42383702697403436,17.114669305638774,5,13,0
churn_risk,push,NA,loyalty_points,41.356809189006626,22.898607439128803,4,1,0.12101509763955297,22.050714498637845,7,1,0
active,sms,NA,loyalty_points,18.0,0.21445736764464057,5,1,0.3832921310736716,24.28507990306687,3,23,0
active,email,NA,percent_off,41.83077732853897,7.995869526309775,7,0,0.46360906768426324,26.30829431101654,7,19,0
active,email,,percent_off,18.0,3.8411758061987245,6,1,0.3999017631367874,19.71492959937019,7,10,0
new,email,NA,bogo,31.69065619154267,13.822619438970793,2,2,0.2334269288856851,11.562116497926628,3,2,0
churn_risk,sms,LATAM,free_shipping,26.20190071869031,3.3777177714914357,6,1,0.5384452949105092,0.22612440587693783,2,23,0
active,push,APAC,percent_off,30.03226780510252,10.024279090501587,8,0,0.6479014062534094,13.539239524102324,7,2,0
new,in_app,NA,percent_off,18.0,14.935981539587326,5,1,0.36611995543679615,19.833537170050846,2,12,0
active,email,,bogo,52.261514045651595,17.63949923056287,2,0,0.47705841471101096,4.220229117235348,5,12,0
new,sms,EU,percent_off,19.847806146286295,3.7677916854638083,5,0,0.6121578156433071,12.970970657089868,10,10,0
vip,email,NA,percent_off,20.71581033426702,1.1031750707116563,8,2,0.2820805834789895,26.380559442276375,3,0,0
vip,email,NA,free_shipping,53.74302643594069,2.9617582729109855,6,0,0.23685813583026613,19.363498938778328,2,1,1
vip,in_app,NA,loyalty_points,37.54971799683231,10.969459445318646,8,2,0.17392587471022064,15.916300545943482,7,10,0
active,in_app,NA,bogo,20.203178241933415,0.49548006862243316,6,0,0.21320540566609553,13.151191518716285,10,18,0
new,email,NA,free_shipping,32.5833355650577,2.0759935746461613,4,3,0.3860589585236616,19.64247394512662,7,11,0
vip,email,NA,free_shipping,31.406975837856212,64.7769301829021,5,0,0.6622011456156484,18.543189348945003,7,23,0
active,email,NA,bogo,18.0,5.781639247089322,9,0,0.16959529748267255,20.637669516492217,10,6,0
vip,email,APAC,percent_off,25.659111465799484,8.234685019470374,5,1,0.21136489096926173,14.482454314840497,7,18,0
